ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi06g04180	D7SK73	VIT_06s0004g05570
Vitvi06g04184	F6GUW8	VIT_06s0004g05670
Vitvi06g04186	F6GUW6	VIT_06s0004g05690
Vitvi06g04187	F6GUW8	VIT_06s0004g05670
Vitvi06g04188	F6GUW7	VIT_06s0004g05680
Vitvi06g04190		
Vitvi06g04191		
Vitvi06g04192	D7SK52	VIT_06s0004g05820
Vitvi06g04193		
Vitvi06g04195		
Vitvi06g04197	F6GUV0	VIT_06s0004g05990
Vitvi06g04198	F6GUU8	VIT_06s0004g06010
Vitvi06g04200		
Vitvi06g04202	A5C5R3	VIT_08s0007g01950
Vitvi06g04203		
Vitvi06g04205		
Vitvi06g04206		
Vitvi06g04207		
Vitvi06g04208	F6GUS9	VIT_06s0004g06380
Vitvi06g04209	F6GUS6	VIT_06s0004g06420
Vitvi06g04210	F6GUS9	VIT_06s0004g06380
Vitvi06g04211	F6GUS8	VIT_06s0004g06390
Vitvi06g04212	F6GUS8	VIT_06s0004g06390
Vitvi06g04213		
Vitvi06g04216		
Vitvi06g04217		
Vitvi06g04219		
Vitvi06g04222		
Vitvi06g04223	F6I6D9	VIT_15s0046g00510
Vitvi06g04224	D7T529	VIT_11s0149g00130
Vitvi06g04225	D7SJR1	VIT_06s0004g07260
Vitvi06g04226	F6GUL4	VIT_06s0004g07240
Vitvi06g04227	D7SJR0	VIT_06s0004g07270
Vitvi06g04228	F6I6M8	VIT_13s0067g01620
Vitvi06g04231	F6GUK9	VIT_06s0004g07340
Vitvi06g04232	F6GXT4	VIT_08s0058g00530
Vitvi06g04237	F6GUH0	VIT_06s0004g07600
Vitvi06g04240	F6HBB3	VIT_13s0064g01190
Vitvi06g04245	F6HIJ1	VIT_12s0059g02200
Vitvi06g04246		
Vitvi06g04247	D7SJL4	VIT_06s0004g07810
Vitvi06g04248		
Vitvi06g04249	D7SJJ4	VIT_06s0004g08010
Vitvi06g04250	D7SJJ4	VIT_06s0004g08010
Vitvi06g04251		
Vitvi06g04253	F6GUB3	VIT_06s0004g08100
Vitvi06g04254		
Vitvi06g04255		
Vitvi06g04257		
Vitvi06g04258	F6HJ95	VIT_01s0150g00580
Vitvi06g04262	F6HZZ4	VIT_07s0005g06020
Vitvi06g04266	F6HAF2	VIT_06s0009g00130
Vitvi06g04267		
Vitvi06g04269		
Vitvi06g04274	F6HN17	VIT_18s0001g05260
Vitvi06g04277	F6GVU9	VIT_14s0083g00960
Vitvi06g04281	F6HIM5	VIT_12s0059g02740
Vitvi06g04287		
Vitvi06g04292	F6HA68	VIT_06s0009g01180
Vitvi06g04293		
Vitvi06g04299		
Vitvi06g04301		
Vitvi06g04303	D7ST90	VIT_12s0055g00430
Vitvi06g04304	F6HXF5	VIT_09s0002g07270
Vitvi06g04305	F6H9Z3	VIT_06s0009g01720
Vitvi06g04309		
Vitvi06g04310	D7T1F3	VIT_06s0009g01910
Vitvi06g04312		
Vitvi06g04313		
Vitvi06g04317	F6H543	VIT_12s0028g01520
Vitvi06g04319	F6HAD9	VIT_06s0009g02340
Vitvi06g04321	F6I6M8	VIT_13s0067g01620
Vitvi06g04327		
Vitvi06g04328	F6H2E2	VIT_19s0014g03600
Vitvi06g04331	F6HAC7	VIT_06s0009g02560
Vitvi06g04333	D7T169	VIT_06s0009g03270
Vitvi06g04334		
Vitvi06g04335	A5AUR0	VIT_06s0009g02820
Vitvi06g04336	F6HA57	VIT_06s0009g03120
Vitvi06g04337	F6GZ87	VIT_10s0116g00700
Vitvi06g04338	F6HZ35	VIT_07s0005g00180
Vitvi06g04339	A5AUR0	VIT_06s0009g02820
Vitvi06g04342	F6H3S5	VIT_04s0008g01890
Vitvi06g04344	F6GYT4	VIT_18s0117g00190
Vitvi06g04345	A5AUR0	VIT_06s0009g02820
Vitvi06g04346	A5AUR0	VIT_06s0009g02820
Vitvi06g04351	F6H1I2	VIT_18s0001g12410
Vitvi06g04352	F6GY99	VIT_18s0075g00520
Vitvi06g04354		
Vitvi06g04356		
Vitvi06g04357	F6HA46	VIT_06s0009g03310
Vitvi06g04359	D7TM87	VIT_13s0019g04370
Vitvi06g04360		
Vitvi06g04361	F6H7S0	VIT_07s0197g00180
Vitvi06g04362		
Vitvi06g04363		
Vitvi06g04364		
Vitvi06g04365		
Vitvi06g04366		
Vitvi06g04367		
Vitvi06g04368		
Vitvi06g04369		
Vitvi06g04370		
Vitvi06g04371		
Vitvi06g04372	F6HA12	VIT_06s0009g03680
Vitvi06g04373	D7T139	VIT_06s0009g03690
Vitvi06g04374		
Vitvi06g04379	D7U516	VIT_03s0038g02760
Vitvi06g04385	D7UDE0	VIT_18s0122g00840
Vitvi06g04386		
Vitvi06g04387	A7PQW3	VIT_06s0061g00120
Vitvi06g04392	D7SNF6	VIT_06s0061g00140
Vitvi06g04393		
Vitvi06g04394	F6GWB2	VIT_06s0061g00160
Vitvi06g04397		
Vitvi06g04399		
Vitvi06g04405	D7SNC3	VIT_06s0061g00530
Vitvi06g04406	D7TMH6	VIT_13s0019g03310
Vitvi06g04407		
Vitvi06g04408		
Vitvi06g04410	D7SN97	VIT_06s0061g00800
Vitvi06g04411	A5AEC1	VIT_06s0061g00810
Vitvi06g04412		
Vitvi06g04413		
Vitvi06g04414		
Vitvi06g04415		
Vitvi06g04416	F6GW74	VIT_06s0061g00900
Vitvi06g04418	F6HYH6	VIT_04s0159g00020
Vitvi06g04419	F6GW73	VIT_06s0061g00930
Vitvi06g04423	F6GW65	VIT_06s0061g01070
Vitvi06g04424	D7SN72	VIT_06s0061g01090
Vitvi06g04426		
Vitvi06g04428	F6GW40	VIT_06s0061g01470
Vitvi06g04429	F6GW40	VIT_06s0061g01470
Vitvi06g04430	F6HHH6	VIT_06s0080g00040
Vitvi06g04431	D7SN36	VIT_06s0061g01500
Vitvi06g04432	D7SN35	VIT_06s0061g01510
Vitvi06g04433	F6GW36	VIT_06s0061g01550
Vitvi06g04434	F6GW33	VIT_06s0061g01590
Vitvi06g04436		
Vitvi06g04438	F6HHG7	VIT_06s0080g00300
Vitvi06g04442	F6HAF7	VIT_06s0009g02160
Vitvi06g04444		
Vitvi06g04445	D7TJ97	VIT_08s0007g03020
Vitvi06g04446	D7TCQ1	VIT_06s0080g01050
Vitvi07g00002	F6GXN4	VIT_07s0141g01060
Vitvi07g00011	F6GXN1	VIT_07s0141g00920
Vitvi07g00012	D7SQN0	VIT_07s0141g00890
Vitvi07g00013	F6GXN0	VIT_07s0141g00860
Vitvi07g00015	D7SQM8	VIT_07s0141g00850
Vitvi07g00016	D7SQM7	VIT_07s0141g00830
Vitvi07g00017	F6GXM9	VIT_07s0141g00810
Vitvi07g00018	D7SQM5	VIT_07s0141g00800
Vitvi07g00020	D7SQM4	VIT_07s0141g00780
Vitvi07g00021	D7SQM3	VIT_07s0141g00760
Vitvi07g00024	F6GXM8	VIT_07s0141g00730
Vitvi07g00025	F6GXM7	VIT_07s0141g00710
Vitvi07g00026	F6GXM5	VIT_07s0141g00680
Vitvi07g00027	D7SQL9	VIT_07s0141g00660
Vitvi07g00029	D7SQL8	VIT_07s0141g00640
Vitvi07g00030	F6GXM4	VIT_07s0141g00630
Vitvi07g00031	D7SQL7	VIT_07s0141g00610
Vitvi07g00032	F6GXM3	VIT_07s0141g00590
Vitvi07g00034	D7SQL4	VIT_07s0141g00580
Vitvi07g00035	D7SQL3	VIT_07s0141g00570
Vitvi07g00036	D7TPA5	VIT_07s0104g00580
Vitvi07g00037	D7SQK6	VIT_07s0141g00390
Vitvi07g00038	F6GXL7	VIT_07s0141g00380
Vitvi07g00039	F6GXL6	VIT_07s0141g00360
Vitvi07g00040	D7SQK3	VIT_07s0141g00330
Vitvi07g00041	D7SQK2	VIT_07s0141g00310
Vitvi07g00042	F6GXL5	VIT_07s0141g00290
Vitvi07g00044	D7SQJ9	VIT_07s0141g00260
Vitvi07g00045	D7SQJ8	VIT_07s0141g00240
Vitvi07g00046	D7SQJ7	VIT_07s0141g00220
Vitvi07g00047	F6GXL4	VIT_07s0141g00210
Vitvi07g00048	F6GXL3	VIT_07s0141g00190
Vitvi07g00049	F6GXL2	VIT_07s0141g00170
Vitvi07g00052	F6GXL0	VIT_07s0141g00140
Vitvi07g00053	D7SQJ1	VIT_07s0141g00110
Vitvi07g00055	F6GXK7	VIT_07s0141g00060
Vitvi07g00057	F6GXK6	VIT_07s0141g00030
Vitvi07g00059	F6HBJ6	VIT_00s0179g00380
Vitvi07g00060	F6HBJ5	VIT_00s0179g00370
Vitvi07g00061	D7T3I2	VIT_00s0179g00360
Vitvi07g00062	D7T3I1	VIT_00s0179g00350
Vitvi07g00064	F6HBJ3	VIT_00s0179g00320
Vitvi07g00066	F6HBJ2	VIT_00s0179g00300
Vitvi07g00067	F6HBJ1	VIT_00s0179g00290
Vitvi07g00068	A5AK95	VIT_00s0179g00280
Vitvi07g00069	D7T3H2	VIT_00s0179g00270
Vitvi07g00071	F6HBJ0	VIT_00s0179g00260
Vitvi07g00072	F6HBI8	VIT_00s0179g00220
Vitvi07g00073	F6HBI7	VIT_00s0179g00210
Vitvi07g00074	F6HBI6	VIT_00s0179g00200
Vitvi07g00075	D7T3G5	VIT_00s0179g00190
Vitvi07g00077	F6HBI4	VIT_00s0179g00170
Vitvi07g00078	F6HBI2	VIT_00s0179g00150
Vitvi07g00079	F6HBI1	VIT_00s0179g00140
Vitvi07g00080	D7T3F9	VIT_00s0179g00110
Vitvi07g00081	D7T3F8	VIT_00s0179g00100
Vitvi07g00082	D7T3F7	BS1
Vitvi07g00085	F6HZN5	VIT_07s0005g03950
Vitvi07g00087	D7TE15	VIT_07s0151g00280
Vitvi07g00088	D7TE14	VIT_07s0151g00290
Vitvi07g00090	F6HI67	VIT_07s0151g00310
Vitvi07g00091	D7TE10	VIT_07s0151g00340
Vitvi07g00096	D7TE08	VIT_07s0151g00410
Vitvi07g00097	F6HDT0	VIT_05s0020g03890
Vitvi07g00099	D7TE06	VIT_07s0151g00460
Vitvi07g00102	D7TE03	VIT_07s0151g00530
Vitvi07g00103	F6HI61	VIT_07s0151g00550
Vitvi07g00104	A5B811	VIT_07s0151g00570
Vitvi07g00105	F6HI59	VIT_07s0151g00590
Vitvi07g00106	F6HI58	VIT_07s0151g00620
Vitvi07g00109	A5BYC0	VIT_07s0151g00690
Vitvi07g00110	F6HI52	VIT_07s0151g00700
Vitvi07g00112	F6HI50	VIT_07s0151g00770
Vitvi07g00113	D7TDY8	VIT_07s0151g00790
Vitvi07g00114	D7TDY7	VIT_07s0151g00800
Vitvi07g00115	F6HI49	VIT_07s0151g00810
Vitvi07g00116	F6HI48	VIT_07s0151g00830
Vitvi07g00117	D7TDY4	VIT_07s0151g00840
Vitvi07g00120	F6HI46	VIT_07s0151g00870
Vitvi07g00121	D7TDY2	VIT_07s0151g00900
Vitvi07g00122	D7TDY1	VIT_07s0151g00910
Vitvi07g00123	F6HI45	VIT_07s0151g00930
Vitvi07g00124	D7TDX9	VIT_07s0151g00950
Vitvi07g00125	D7TDX6	VIT_07s0151g01000
Vitvi07g00126	D7TDX3	VIT_07s0151g01030
Vitvi07g00127	D7TDX2	VIT_07s0151g01040
Vitvi07g00128	F6HI42	VIT_07s0151g01060
Vitvi07g00130	F6HI41	VIT_07s0151g01070
Vitvi07g00131	F6HI40	VIT_07s0151g01080
Vitvi07g00132	D7TDW8	VIT_07s0151g01110
Vitvi07g00134	F6HQ83	VIT_07s0104g00020
Vitvi07g00135	D7TPF0	VIT_07s0104g00040
Vitvi07g00136	D7T9	VIT_07s0104g00050
Vitvi07g00137	F6HQ82	VIT_07s0104g00060
Vitvi07g00138	D7T7	VIT_07s0104g00080
Vitvi07g00139	F6HQ81	VIT_07s0104g00090
Vitvi07g00140	F6HQ80	VIT_07s0104g00100
Vitvi07g00141	F6HQ79	VIT_07s0104g00110
Vitvi07g00142	F6HQ78	VIT_07s0104g00120
Vitvi07g00144	F6HQ77	VIT_07s0104g00130
Vitvi07g00145	D7T2	VIT_07s0104g00160
Vitvi07g00146	F6HQ75	VIT_07s0104g00180
Vitvi07g00147	F6HQ75	VIT_07s0104g00180
Vitvi07g00149	D7TPD7	VIT_07s0104g00230
Vitvi07g00150	D7TPD6	VIT_07s0104g00240
Vitvi07g00151	F6HQ71	VIT_07s0104g00250
Vitvi07g00152	D7TPD4	VIT_07s0104g00260
Vitvi07g00154	F6HQ70	VIT_07s0104g00270
Vitvi07g00155	D7TPD2	VIT_07s0104g00280
Vitvi07g00157	F6HQ69	VIT_07s0104g00290
Vitvi07g00158	F6HQ68	VIT_07s0104g00300
Vitvi07g00159	D7TPD0	VIT_07s0104g00310
Vitvi07g00160	D7TPC9	VIT_07s0104g00320
Vitvi07g00162	F6HQ67	VIT_07s0104g00340
Vitvi07g00164	F6HQ66	VIT_07s0104g00350
Vitvi07g00166	F6HQ65	VIT_07s0104g00360
Vitvi07g00167	F6HQ64	VIT_07s0104g00370
Vitvi07g00168	D7TPC4	VIT_07s0104g00380
Vitvi07g00169	F6HQ63	VIT_07s0104g00390
Vitvi07g00171	D7TWQ1	VIT_14s0066g01290
Vitvi07g00172	D7TPB8	VIT_07s0104g00440
Vitvi07g00173	D7TPB6	VIT_07s0104g00460
Vitvi07g00174	F6HQ61	VIT_07s0104g00470
Vitvi07g00175	D7TPB4	VIT_07s0104g00480
Vitvi07g00176	D7TPB3	VIT_07s0104g00490
Vitvi07g00177	D7TPB2	VIT_07s0104g00500
Vitvi07g00178	A5AWW0	VIT_07s0104g00510
Vitvi07g00179	F6HQ59	VIT_07s0104g00520
Vitvi07g00181	F6HQ58	VIT_07s0104g00540
Vitvi07g00182	D7TPA8	VIT_07s0104g00550
Vitvi07g00184	D7TPA6	VIT_07s0104g00570
Vitvi07g00185	D7TPA4	VIT_07s0104g00590
Vitvi07g00186	A5BV56	VIT_07s0104g00600
Vitvi07g00187	D7TPA2	VIT_07s0104g00610
Vitvi07g00188	F6HQ56	VIT_07s0104g00620
Vitvi07g00189	D7TPA0	VIT_07s0104g00630
Vitvi07g00190	F6HQ53	VIT_07s0104g00660
Vitvi07g00191	F6HQ52	VIT_07s0104g00670
Vitvi07g00193	F6HQ51	VIT_07s0104g00680
Vitvi07g00194	F6HQ50	VIT_07s0104g00690
Vitvi07g00195	F6HQ49	VIT_07s0104g00700
Vitvi07g00196	F6HQ48	VIT_07s0104g00710
Vitvi07g00197	F6HQ47	VIT_07s0104g00720
Vitvi07g00198	D7TP92	VIT_07s0104g00730
Vitvi07g00199	F6HQ45	VIT_07s0104g00760
Vitvi07g00200	D7TP90	VIT_07s0104g00770
Vitvi07g00202	F6HQ43	VIT_07s0104g00790
Vitvi07g00203	D7TP87	VIT_07s0104g00800
Vitvi07g00204	D7TP86	VIT_07s0104g00810
Vitvi07g00205	D7TP85	VIT_07s0104g00820
Vitvi07g00207	E3VWY3	VIT_07s0104g00830
Vitvi07g00208	F6HQ41	VIT_07s0104g00840
Vitvi07g00209	D7TP81	VIT_07s0104g00850
Vitvi07g00210	F6HQ40	VIT_07s0104g00860
Vitvi07g00211	D7TP79	VIT_07s0104g00880
Vitvi07g00213	F6HQ38	VIT_07s0104g00890
Vitvi07g00214	F6HQ37	VIT_07s0104g00900
Vitvi07g00216	D7TP76	VIT_07s0104g00910
Vitvi07g00217	F6HQ36	VIT_07s0104g00930
Vitvi07g00218	F6HQ35	VIT_07s0104g00950
Vitvi07g00219	A5C1C4	VIT_07s0104g00960
Vitvi07g00220	A5C2R7	VIT_07s0104g00970
Vitvi07g00221	D7TP67	VIT_07s0104g01000
Vitvi07g00223	D7TP64	VIT_07s0104g01030
Vitvi07g00224	F6HQ33	VIT_07s0104g01040
Vitvi07g00225	F6HQ32	VIT_07s0104g01050
Vitvi07g00226	F6HQ31	VIT_07s0104g01060
Vitvi07g00227	D7TP60	VIT_07s0104g01070
Vitvi07g00228	F6HQ30	VIT_07s0104g01080
Vitvi07g00231	F6HQ29	VIT_07s0104g01120
Vitvi07g00232	D7TP53	VIT_07s0104g01150
Vitvi07g00233	D7TP52	VIT_07s0104g01160
Vitvi07g00234	F6HQ26	VIT_07s0104g01170
Vitvi07g00236	F6HKL8	VIT_08s0007g03210
Vitvi07g00237	D7TP50	VIT_07s0104g01220
Vitvi07g00238	D7TP49	VIT_07s0104g01230
Vitvi07g00240	D7TP48	VIT_07s0104g01240
Vitvi07g00241	F6HQ23	VIT_07s0104g01250
Vitvi07g00242	F6HQ22	VIT_07s0104g01260
Vitvi07g00243	F6HQ21	VIT_07s0104g01270
Vitvi07g00244	F6HQ20	VIT_07s0104g01280
Vitvi07g00248	F6HQ17	VIT_07s0104g01320
Vitvi07g00251	A7PTY8	VIT_07s0104g01350
Vitvi07g00252	F6HQ13	VIT_07s0104g01360
Vitvi07g00253	D7TP37	VIT_07s0104g01370
Vitvi07g00254	D7TP35	VIT_07s0104g01380
Vitvi07g00255	F6HQ12	VIT_07s0104g01390
Vitvi07g00256	F6HQ11	VIT_07s0104g01400
Vitvi07g00257	F6HQ10	VIT_07s0104g01410
Vitvi07g00259	A5B3A3	VIT_07s0104g01420
Vitvi07g00260	D7TP32	VIT_07s0104g01440
Vitvi07g00262	D7TP30	VIT_07s0104g01460
Vitvi07g00264	D7TP29	VIT_07s0104g01470
Vitvi07g00265	F6HQ08	VIT_07s0104g01480
Vitvi07g00266	F6HQ01	VIT_07s0104g01570
Vitvi07g00267	F6HQ00	VIT_07s0104g01580
Vitvi07g00268	D7TP20	VIT_07s0104g01590
Vitvi07g00269	F6HPZ9	VIT_07s0104g01600
Vitvi07g00270	D7TP18	VIT_07s0104g01610
Vitvi07g00271	F6HPZ8	VIT_07s0104g01620
Vitvi07g00272	F6HPZ7	VIT_07s0104g01630
Vitvi07g00273	F6HPZ6	VIT_07s0104g01640
Vitvi07g00274	F6HPZ1	VIT_07s0104g01710
Vitvi07g00276	D7TP05	VIT_07s0104g01740
Vitvi07g00277	D7TP03	VIT_07s0104g01760
Vitvi07g00278	F6HPY8	VIT_07s0104g01770
Vitvi07g00279	F6HE67	VIT_05s0020g01400
Vitvi07g00280	F6HPY7	VIT_07s0104g01780
Vitvi07g00282	F6HPY6	VIT_07s0104g01790
Vitvi07g00283	F6HPY4	VIT_07s0104g01830
Vitvi07g00285	D7U252	VIT_07s0005g00010
Vitvi07g00286	F6HZ27	VIT_07s0005g00030
Vitvi07g00289	D7U254	VIT_07s0005g00040
Vitvi07g00290	D7U255	VIT_07s0005g00050
Vitvi07g00291	F6HZ29	VIT_07s0005g00070
Vitvi07g00293	F6HZ30	VIT_07s0005g00090
Vitvi07g00294	D7U260	VIT_07s0005g00100
Vitvi07g00295	A5BYD6	VIT_07s0005g00110
Vitvi07g00296	D7U263	VIT_07s0005g00130
Vitvi07g00298	F6HZ32	VIT_07s0005g00140
Vitvi07g00299	A5BRM5	VIT_07s0005g00150
Vitvi07g00300	D7U265	VIT_07s0005g00160
Vitvi07g00301	F6HZ34	VIT_07s0005g00170
Vitvi07g00302	F6HZ35	VIT_07s0005g00180
Vitvi07g00303	D7U269	VIT_07s0005g00200
Vitvi07g00306	D7U270	VIT_07s0005g00210
Vitvi07g00307	D7U271	VIT_07s0005g00220
Vitvi07g00308	D7U272	LSM4
Vitvi07g00309	A5APC1	VIT_07s0005g00240
Vitvi07g00310	F6HZ37	VIT_07s0005g00250
Vitvi07g00311	F6HZ38	VIT_07s0005g00260
Vitvi07g00312	D7U276	VIT_07s0005g00270
Vitvi07g00313	D7U277	VIT_07s0005g00280
Vitvi07g00314	F6HZ39	VIT_07s0005g00290
Vitvi07g00315	F6HZ40	VIT_07s0005g00300
Vitvi07g00316	F6HZ42	VIT_07s0005g00320
Vitvi07g00317	F6HZ43	VIT_07s0005g00340
Vitvi07g00320	F6HZ47	VIT_07s0005g00410
Vitvi07g00322	D7U293	VIT_07s0005g00460
Vitvi07g00323	D7U294	VIT_07s0005g00470
Vitvi07g00324	F6HZ51	VIT_07s0005g00480
Vitvi07g00325	F6HZ52	VIT_07s0005g00490
Vitvi07g00327	D7U297	VIT_07s0005g00510
Vitvi07g00328	D7U298	VIT_07s0005g00520
Vitvi07g00329	F6HZ53	VIT_07s0005g00540
Vitvi07g00330	D7U2A1	VIT_07s0005g00560
Vitvi07g00331	F6HZ55	VIT_07s0005g00570
Vitvi07g00332		
Vitvi07g00333	F6HZ56	VIT_07s0005g00590
Vitvi07g00334	D7U2A5	VIT_07s0005g00600
Vitvi07g00335	D7U2A6	VIT_07s0005g00610
Vitvi07g00336	D7U2A7	VIT_07s0005g00620
Vitvi07g00337	D7U2A8	VIT_07s0005g00630
Vitvi07g00339	F6HZ57	VIT_07s0005g00640
Vitvi07g00340	D7U2B0	VIT_07s0005g00650
Vitvi07g00341	D7U2B1	VIT_07s0005g00660
Vitvi07g00342	F6HZ58	VIT_07s0005g00670
Vitvi07g00343	F6HZ59	VIT_07s0005g00680
Vitvi07g00346	F6HZ60	VIT_07s0005g00690
Vitvi07g00347	F6HZ61	VIT_07s0005g00700
Vitvi07g00348	F6HZ62	VIT_07s0005g00710
Vitvi07g00350	F6HZ63	VIT_07s0005g00720
Vitvi07g00351	F6HZ64	VIT_07s0005g00730
Vitvi07g00352	F6HZ65	VIT_07s0005g00740
Vitvi07g00353	A5C6H7	VIT_07s0005g00750
Vitvi07g00355	D7U2C1	VIT_07s0005g00770
Vitvi07g00357	D7U2C6	VIT_07s0005g00820
Vitvi07g00358	F6HZ70	VIT_07s0005g00830
Vitvi07g00359	D7U2C9	VIT_07s0005g00850
Vitvi07g00360	F6HZ72	VIT_07s0005g00860
Vitvi07g00361	D7U2D1	VIT_07s0005g00870
Vitvi07g00362	D7U2D2	VIT_07s0005g00880
Vitvi07g00363	D7U2D3	VIT_07s0005g00890
Vitvi07g00364	F6HZ73	VIT_07s0005g00910
Vitvi07g00365	D7U2D6	VIT_07s0005g00920
Vitvi07g00367	D7U2D7	VIT_07s0005g00930
Vitvi07g00368	F6HZ74	VIT_07s0005g00940
Vitvi07g00369	D7U2D9	VIT_07s0005g00950
Vitvi07g00370	F6HZ75	VIT_07s0005g00960
Vitvi07g00371	F6HZ76	VIT_07s0005g00970
Vitvi07g00373	D7U2E4	VIT_07s0005g01000
Vitvi07g00375	D7U2E6	VIT_07s0005g01020
Vitvi07g00376	F6HZ78	VIT_07s0005g01030
Vitvi07g00378	F6HZ79	VIT_07s0005g01040
Vitvi07g00380	D7U2F0	VIT_07s0005g01080
Vitvi07g00381	D7U2F1	VIT_07s0005g01090
Vitvi07g00382	A5ARC5	VIT_07s0005g01100
Vitvi07g00383	F6HZ83	VIT_07s0005g01110
Vitvi07g00384	F6HZ84	VIT_07s0005g01120
Vitvi07g00386	F6HZ86	VIT_07s0005g01140
Vitvi07g00387	D7U2F5	VIT_07s0005g01150
Vitvi07g00388	F6HZ87	VIT_07s0005g01160
Vitvi07g00389	D7U2F7	VIT_07s0005g01170
Vitvi07g00390	F6HZ88	VIT_07s0005g01180
Vitvi07g00391	D7U2F9	VIT_07s0005g01190
Vitvi07g00392	F6HZ89	VIT_07s0005g01200
Vitvi07g00393	D7U2G1	VIT_07s0005g01210
Vitvi07g00394	A5BIW0	VIT_07s0005g01220
Vitvi07g00395	F6HZ90	VIT_07s0005g01240
Vitvi07g00396	A5AS62	VIT_07s0005g01250
Vitvi07g00399	D7U2G7	VIT_07s0005g01280
Vitvi07g00400	D7U2G8	VIT_07s0005g01290
Vitvi07g00401	D7U2G9	VIT_07s0005g01300
Vitvi07g00402	D7U2H1	VIT_07s0005g01330
Vitvi07g00403	A5BGX6	VIT_07s0005g01340
Vitvi07g00404	D7U2H3	VIT_07s0005g01350
Vitvi07g00405	D7U2H4	VIT_07s0005g01360
Vitvi07g00406	F6HZ94	VIT_07s0005g01370
Vitvi07g00408	D7U2H8	VIT_07s0005g01390
Vitvi07g00409	F6HZ97	VIT_07s0005g01410
Vitvi07g00410	F6HZ98	VIT_07s0005g01420
Vitvi07g00411	D7U2I1	MCM7
Vitvi07g00412	D7U2I2	VIT_07s0005g01440
Vitvi07g00413	F6HZ99	bZIPC22
Vitvi07g00414	D7U2I4	VIT_07s0005g01460
Vitvi07g00415	D7U2I5	VIT_07s0005g01470
Vitvi07g00416	F6HZA0	VIT_07s0005g01480
Vitvi07g00417	F6HZA1	VIT_07s0005g01490
Vitvi07g00418	F6HZA2	VIT_07s0005g01500
Vitvi07g00421	D7U2J0	VIT_07s0005g01520
Vitvi07g00422	D7U2J1	VIT_07s0005g01530
Vitvi07g00423	F6HZA4	VIT_07s0005g01560
Vitvi07g00424	D7U2J5	VIT_07s0005g01590
Vitvi07g00425	D7U2J6	VIT_07s0005g01600
Vitvi07g00426	D7U2J7	VIT_07s0005g01610
Vitvi07g00427	F6HZA7	VIT_07s0005g01630
Vitvi07g00428	F6HZA8	VIT_07s0005g01640
Vitvi07g00429	D7U2J9	VIT_07s0005g01650
Vitvi07g00430	F6HZA9	VIT_07s0005g01660
Vitvi07g00431	F6HZB1	VIT_07s0005g01680
Vitvi07g00434	D7U2K4	VIT_07s0005g01710
Vitvi07g00435	F6HZB4	VIT_07s0005g01730
Vitvi07g00436	F6HZB5	VIT_07s0005g01740
Vitvi07g00438	F6I4T7	VIT_14s0060g00990
Vitvi07g00439	D7U2K8	VIT_07s0005g01750
Vitvi07g00441	F6HZB6	VIT_07s0005g01760
Vitvi07g00442	A5ADC4	VIT_07s0005g01770
Vitvi07g00444	F6HZB8	VIT_07s0005g01780
Vitvi07g00445	D7U2L2	VIT_07s0005g01790
Vitvi07g00446	F6HZB9	VIT_07s0005g01800
Vitvi07g00448	D7U2L4	VIT_07s0005g01810
Vitvi07g00449	D7U2L5	VIT_07s0005g01820
Vitvi07g00450	F6HZC0	VIT_07s0005g01830
Vitvi07g00452	D7U2M3	VIT_07s0005g01910
Vitvi07g00453	A5BYJ8	VIT_07s0005g01920
Vitvi07g00454	F6HZC5	VIT_07s0005g01940
Vitvi07g00455	D7U2M6	VIT_07s0005g01950
Vitvi07g00456	D7UA60	VIT_14s0060g00830
Vitvi07g00457	F6HZC7	VIT_07s0005g01970
Vitvi07g00459		
Vitvi07g00463	F6HZC9	VIT_07s0005g01990
Vitvi07g00464	F6HZD0	VIT_07s0005g02000
Vitvi07g00465	D7U2N2	VIT_07s0005g02010
Vitvi07g00467	D7U2N4	VIT_07s0005g02030
Vitvi07g00468	F6HZD1	VIT_07s0005g02040
Vitvi07g00469	D7U2N6	VIT_07s0005g02050
Vitvi07g00470	D7U2N7	VIT_07s0005g02060
Vitvi07g00471	F6HZD4	VIT_07s0005g02090
Vitvi07g00472	D7U2N9	VIT_07s0005g02100
Vitvi07g00474	D7U2P0	VIT_07s0005g02110
Vitvi07g00475	D7U2P1	VIT_07s0005g02120
Vitvi07g00476	F6HZD5	VIT_07s0005g02130
Vitvi07g00477	F6HZD6	VIT_07s0005g02140
Vitvi07g00479	F6HZD7	VIT_07s0005g02160
Vitvi07g00481	D7U2P6	VIT_07s0005g02170
Vitvi07g00484	F6HZD9	VIT_07s0005g02190
Vitvi07g00485	D7U2P9	VIT_07s0005g02200
Vitvi07g00486	F6HZE0	VIT_07s0005g02210
Vitvi07g00488	D7U2Q3	VIT_07s0005g02240
Vitvi07g00490	D7U2Q4	VIT_07s0005g02250
Vitvi07g00491	F6HZE3	VIT_07s0005g02260
Vitvi07g00492	D7U2Q6	VIT_07s0005g02270
Vitvi07g00493	D7U2Q7	VIT_07s0005g02280
Vitvi07g00494	D7U2Q8	VIT_07s0005g02290
Vitvi07g00495	F6HZE4	VIT_07s0005g02300
Vitvi07g00496	D7U2R0	VIT_07s0005g02310
Vitvi07g00502	D7U2R4	VIT_07s0005g02370
