PN40024_genotype_ENSMBL_ID	UniProt	GCA_030704535.1_NCBI_ID	Chromosome	Start	End	Transcription_pattern	Athaliana_TAIR10_homolog	homology	TAIR10	Athal.common.NAme	locus_tag
Vitvi02g00161	F6HU34	VIT_02s0025g01720	2	1450141	1453003	EEE EEE EEE	NP_568600.1 DCD (Development and Cell Death) domain protein [Arabidopsis thaliana]	53.846	NP_568600.1		AT5G42050
Vitvi02g00162	D7TVI4	VIT_02s0025g01730	2	1456135	1459133	EDE EDE EDE	NP_199441.1 3-ketoacyl-acyl carrier protein synthase I [Arabidopsis thaliana]	77.117	NP_199441.1	KASI	AT5G46290
Vitvi02g00163	D7TVI5	VIT_02s0025g01740	2	1466132	1469758	EEE EEE EEE	NP_001031706.1 auxin response factor 9 [Arabidopsis thaliana]	60.483	NP_001031706.1	ARF9	AT4G23980
Vitvi02g00167	F6HU45	VIT_02s0025g01940	2	1575523	1578220	EEE EEE EEE	NP_194130.3 cellulose synthase like G3 [Arabidopsis thaliana]	55.882	NP_194130.3	CSLG3	AT4G23990
Vitvi02g00175	D7TVK8	VIT_02s0025g02000	2	1625410	1628661	EEE EEE EEE	NP_176632.1 Translation elongation factor EF1B/ribosomal protein S6 family protein [Arabidopsis thaliana]	84.314	NP_176632.1		AT1G64510
Vitvi02g00176	D7TVK9	VIT_02s0025g02010	2	1629264	1634892	EEE EEE EEE	NP_176633.1 regulatory particle non-ATPase 12A [Arabidopsis thaliana]	82.397	NP_176633.1	RPN12a	AT1G64520
Vitvi02g00177	F6HU49	VIT_02s0025g02020	2	1635658	1638611	EEE EEE EEE	NP_001330711.1 ABL interactor-like protein 3 [Arabidopsis thaliana]	54.662	NP_001330711.1	ABIL3	AT5G24310
Vitvi02g00178	D7TVL1	VIT_02s0025g02030	2	1639281	1646163	EEE EEE EEE	NP_567367.1 DDE family endonuclease [Arabidopsis thaliana]	43.902	NP_567367.1		AT4G10890
Vitvi02g00179	F6HU51	VIT_02s0025g02060	2	1646514	1651645	EEE EEE EEE	NP_176634.1 Plant regulator RWP-RK family protein [Arabidopsis thaliana]	58.989	NP_176634.1		AT1G64530
Vitvi02g00180	F6HU52	VIT_02s0025g02070	2	1658864	1665712	EEE EEE EEE	NP_194133.1 NIN like protein 7 [Arabidopsis thaliana]	58.971	NP_194133.1	NLP7	AT4G24020
Vitvi02g00182	F6HU53	VIT_02s0025g02090	2	1673495	1680902	EEE EEE EEE	NP_192822.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	75.0	NP_192822.1	KLCR1	AT4G10840
Vitvi02g00184	F6HU54	VIT_02s0025g02120	2	1693362	1697326	EEE EEE EEE	NP_189034.1 beta-amylase 1 [Arabidopsis thaliana]	51.818	NP_189034.1	BAM1	AT3G23920
Vitvi02g00186	D7TVM0	VIT_02s0025g02130	2	1703711	1708463	EEE EEE EEE	NP_974189.1 Spc97 / Spc98 family of spindle pole body (SBP) component [Arabidopsis thaliana]	49.091	NP_974189.1		AT1G80245
Vitvi02g00187	F6HU55	VIT_02s0025g02140	2	1709008	1713151	EEE EEE EEE	NP_851119.1 Heat shock protein 70 (Hsp 70) family protein [Arabidopsis thaliana]	91.364	NP_851119.1	BIP2	AT5G42020
Vitvi02g00188	D7TVM2	VIT_02s0025g02150	2	1713747	1722996	EEE EEE EEE	NP_175906.1 carbon-nitrogen hydrolase family protein [Arabidopsis thaliana]	81.818	NP_175906.1		AT1G55090
Vitvi02g00189	D7TVM3	VIT_02s0025g02160	2	1727581	1737457	EEE EEE EEE	NP_176636.1 general control non-repressible 3 [Arabidopsis thaliana]	82.682	NP_176636.1	ABCF3	AT1G64550
Vitvi02g00191	F6HU56	VIT_02s0025g02170	2	1743708	1747950	EEE EEE EEE	NP_194135.1 trehalase 1 [Arabidopsis thaliana]	61.071	NP_194135.1	TRE1	AT4G24040
Vitvi02g00192	D7TVM6	VIT_02s0025g02190	2	1752402	1754302	EEE EEE EED	NP_194136.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]	76.737	NP_194136.1		AT4G24050
Vitvi02g00194	D7TVM7	VIT_02s0025g02200	2	1756238	1762126	EEE EEE EEE	NP_176641.2 copper ion binding / methyltransferase [Arabidopsis thaliana]	64.466	NP_176641.2		AT1G64600
Vitvi02g00195	F6I6F8	VIT_15s0046g00170	2	1773185	1774096	EEE EEE EEE	NP_192684.1 myb domain protein 6 [Arabidopsis thaliana]	67.692	NP_192684.1	MYB6	AT4G09460
Vitvi02g00197	F6HA24	VIT_06s0009g03450	2	1783158	1783430	EEE EEE EEE	NP_001190419.1 SHI-related sequence 8 [Arabidopsis thaliana]	58.696	NP_001190419.1	SRS8	AT5G33210
Vitvi02g00198	F6HU57	VIT_02s0025g02240	2	1807289	1812224	EEE EEE EEE	NP_851068.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]	44.78	NP_851068.1		AT5G24320
Vitvi02g00199	F6HU58	VIT_02s0025g02250	2	1820934	1823214	EEE EEE EEE	NP_567693.1 Dof-type zinc finger DNA-binding family protein [Arabidopsis thaliana]	46.221	NP_567693.1		AT4G24060
Vitvi02g00200	A5CAG6	VIT_02s0025g02260	2	1824744	1827372	EEE EEE EEE	NP_199015.1 ORMDL family protein [Arabidopsis thaliana]	84.404	NP_199015.1		AT5G42000
Vitvi02g00201	F6HU59	VIT_02s0025g02270	2	1828793	1831739	EEE EEE EEE	NP_850518.1 BTB/POZ domain-containing protein [Arabidopsis thaliana]	48.832	NP_850518.1		AT3G05675
Vitvi02g00202	A5BHT6	VIT_02s0025g02310	2	1872629	1878056	EEE EEE EEE	NP_565640.1 transcription factor-like protein [Arabidopsis thaliana]	43.935	NP_565640.1	LHW	AT2G27230
Vitvi02g00204	D7TVP0	VIT_02s0025g02330	2	1884066	1887400	EEE EEE EEE	NP_201188.4 HIT-type Zinc finger family protein [Arabidopsis thaliana]	54.571	NP_201188.4		AT5G63830
Vitvi02g00205	F6HU62	VIT_02s0025g02340	2	1887402	1899226	EEE EEE EEE	NP_192817.1 UBX domain-containing protein [Arabidopsis thaliana]	68.789	NP_192817.1		AT4G10790
Vitvi02g00206	F6HU63	VIT_02s0025g02350	2	1901336	1902872	EEE EEE EEE	NP_001119264.1 K-box region and MADS-box transcription factor family protein [Arabidopsis thaliana]	44.493	NP_001119264.1	TT16	AT5G23260
Vitvi02g00207	F6HU64	VIT_02s0025g02360	2	1904205	1907801	EEE EEE EEE	NP_564541.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	58.124	NP_564541.1	WNK7	AT1G49160
Vitvi02g00208	A5BPX1	VIT_02s0025g02370	2	1908902	1911126	EEE EEE EEE	NP_001328312.1 Yippee family putative zinc-binding protein [Arabidopsis thaliana]	80.189	NP_001328312.1		AT4G27745
Vitvi02g00209	D7TVP5	VIT_02s0025g02390	2	1913012	1917221	EEE EEE EEE	NP_192815.1 oligopeptide transporter 7 [Arabidopsis thaliana]	78.329	NP_192815.1	OPT7	AT4G10770
Vitvi02g00210	F6HU66	VIT_02s0025g02400	2	1919934	1930060	EEE EEE EEE	NP_192814.1 mRNAadenosine methylase [Arabidopsis thaliana]	63.017	NP_192814.1	MTA	AT4G10760
Vitvi02g00211	D7TVP7	VIT_02s0025g02410	2	1930493	1931231	EEE EEE EEE	NP_176645.3 early nodulin-like protein 8 [Arabidopsis thaliana]	54.545	NP_176645.3	ENODL8	AT1G64640
Vitvi02g00212	D7TVP8	VIT_02s0025g02420	2	1932534	1936538	EEE EEE EEE	NP_176646.1 Major facilitator superfamily protein [Arabidopsis thaliana]	85.683	NP_176646.1		AT1G64650
Vitvi02g00213	F6HU67	VIT_02s0025g02430	2	1940216	1941295	EEE EEE EEE	NP_192813.1 Phosphoenolpyruvate carboxylase family protein [Arabidopsis thaliana]	75.089	NP_192813.1		AT4G10750
Vitvi02g00214	D7TVP9	VIT_02s0025g02440	2	1941299	1946046	EEE EEE EEE	NP_199012.2 Metal-dependent protein hydrolase [Arabidopsis thaliana]	72.849	NP_199012.2		AT5G41970
Vitvi02g00218	D7TVQ3	VIT_02s0025g02480	2	1958244	1968400	EEE EEE EEE	NP_192811.4 Protein kiNAse superfamily protein [Arabidopsis thaliana]	66.854	NP_192811.4		AT4G10730
Vitvi02g00219	F6I648	VIT_15s0046g02240	2	1973489	1974241	EEE EEE EEE	NP_194142.1 NADP-specific glutamate dehydrogeNAse [Arabidopsis thaliana]	49.388	NP_194142.1		AT4G24110
Vitvi02g00221	D7TVQ6	VIT_02s0025g02520	2	1990994	2003034	EEE EEE EEE	NP_199010.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	70.753	NP_199010.1		AT5G41950
Vitvi02g00222	F6HU70	VIT_02s0025g02530	2	2004251	2009366	EEE EEE EEE	NP_199009.2 Ypt/Rab-GAP domain of gyp1p superfamily protein [Arabidopsis thaliana]	66.071	NP_199009.2		AT5G41940
Vitvi02g00223	D7TVQ9	VIT_02s0025g02540	2	2013733	2014272	EEE EEE EEE	NP_194144.1 DUF538 family protein (Protein of unknown function, DUF538) [Arabidopsis thaliana]	68.966	NP_194144.1		AT4G24130
Vitvi02g00224	D7TVR0	VIT_02s0025g02550	2	2014167	2020437	EEE EEE EEE	NP_190648.1 esterase/lipase/thioesterase family protein [Arabidopsis thaliana]	68.473	NP_190648.1		AT3G50790
Vitvi02g00225	F6HU71	VIT_02s0025g02560	2	2031357	2033300	EEE EUE EEE	NP_176647.1 methionine gamma-lyase [Arabidopsis thaliana]	76.728	NP_176647.1	MGL	AT1G64660
Vitvi02g00226	F6HU72	VIT_02s0025g02570	2	2040120	2041781	EEE EUE EEE	NP_182189.1 cytochrome P450, family 78, subfamily A, polypeptide 6 [Arabidopsis thaliana]	66.165	NP_182189.1	CYP78A6	AT2G46660
Vitvi02g00227	F6HU73	MED10	2	2048134	2056626	EEE EEE EEE	NP_564254.1 Mediator complex, subunit Med10 [Arabidopsis thaliana]	71.134	NP_564254.1		AT1G26665
Vitvi02g00228	F6HU74	VIT_02s0025g02590	2	2057316	2058210	EEE EEE EEE	NP_191748.1 homeobox 12 [Arabidopsis thaliana]	42.857	NP_191748.1	HB-12	AT3G61890
Vitvi02g00230	D7TVR4	VIT_02s0025g02600	2	2073318	2075468	EEE EEE EEE	NP_172895.2 glyoxal oxidase-related protein [Arabidopsis thaliana]	51.692	NP_172895.2		AT1G14430
Vitvi02g00231	F6HU75	VIT_02s0025g02610	2	2093930	2095605	EEE EEE EEE	NP_567195.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]	37.389	NP_567195.1		AT4G00870
Vitvi02g00232	D7TVR6	VIT_02s0025g02620	2	2101704	2104834	EEE EEE EEE	NP_194145.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]	62.525	NP_194145.1		AT4G24140
Vitvi02g00234	D7TVR7	VIT_02s0025g02630	2	2113557	2115080	EEE EEE EEE	NP_199004.2 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]	63.277	NP_199004.2		AT5G41890
Vitvi02g00235	F6HU76	VIT_02s0025g02640	2	2117834	2120081	EEE EEE EEE	NP_564838.1 beta-carotene isomerase D27 [Arabidopsis thaliana]	74.409	NP_564838.1		AT1G64680
Vitvi02g00236	F6HU77	VIT_02s0025g02650	2	2121438	2123518	EEE EEE EEE	NP_171779.1 cellulase 2 [Arabidopsis thaliana]	66.522	NP_171779.1	CEL2	AT1G02800
Vitvi02g00237	F6HU78	VIT_02s0025g02660	2	2129180	2132262	EEE EEE EEE	NP_199024.1 Lung seven transmembrane receptor family protein [Arabidopsis thaliana]	80.288	NP_199024.1		AT5G42090
Vitvi02g00238	D7TVS1	VIT_02s0025g02670	2	2134646	2136287	EEE EEE EEE	NP_001321644.1 branchless trichome [Arabidopsis thaliana]	40.774	NP_001321644.1	BLT	AT1G64690
Vitvi02g00239	F6HU79	VIT_02s0025g02680	2	2139069	2141255	EEE EDE EDE	NP_001329477.1 growth-regulating factor 8 [Arabidopsis thaliana]	34.061	NP_001329477.1	GRF8	AT4G24150
Vitvi02g00240	F6HU80	VIT_02s0025g02690	2	2143656	2145620	EEE EEE EEE	NP_567191.2 IQ-domain 17 [Arabidopsis thaliana]	50.998	NP_567191.2	iqd17	AT4G00820
Vitvi02g00241	F6HU81	VIT_02s0025g02700	2	2147877	2149294	EEE EEE EEE	NP_192801.1 Glutaredoxin family protein [Arabidopsis thaliana]	57.391	NP_192801.1		AT4G10630
Vitvi02g00242	F6HU82	VIT_02s0025g02710	2	2155479	2157002	EDE EEE EDE	NP_182200.2 NAC (No Apical Meristem) domain transcriptioNAl regulator superfamily protein [Arabidopsis thaliana]	50.827	NP_182200.2	NST1	AT2G46770
Vitvi02g00243	F6HU83	VIT_02s0025g02720	2	2165081	2165671	EEE EEE EEE	NP_176651.1 DUF4228 domain protein [Arabidopsis thaliana]	49.189	NP_176651.1		AT1G64700
Vitvi02g00244	D7TVS7	VIT_02s0025g02730	2	2176545	2179051	EEE EEE EEE	NP_564409.1 GroES-like zinc-binding dehydrogeNAse family protein [Arabidopsis thaliana]	73.127	NP_564409.1		AT1G32780
Vitvi02g00245	D7TVS8	VIT_02s0025g02740	2	2180184	2193521	EEE EEE EEE	NP_174556.1 CTC-interacting domain 11 [Arabidopsis thaliana]	77.617	NP_174556.1	CID11	AT1G32790
Vitvi02g00246	F6HU84	VIT_02s0025g02750	2	2194863	2206145	EEE EEE EEE	NP_001077646.1 RING/FYVE/PHD zinc finger superfamily protein [Arabidopsis thaliana]	41.716	NP_001077646.1		AT1G32810
Vitvi02g00247	D7TVT0	VIT_02s0025g02760	2	2206975	2218036	EEE EEE EEE	NP_849356.1 ubiquitin-specific protease 10 [Arabidopsis thaliana]	62.766	NP_849356.1	UBP10	AT4G10590
Vitvi02g00248	F6HU85	VIT_02s0025g02770	2	2218640	2222114	EEE EEE EEE	NP_174563.2 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]	64.109	NP_174563.2		AT1G32860
Vitvi02g00249	D7TVT2	VIT_02s0025g02780	2	2222165	2224248	EEE EEE EEE	NP_197839.1 60S acidic ribosomal protein family [Arabidopsis thaliana]	60.526	NP_197839.1		AT5G24510
Vitvi02g00250	F6HU86	VIT_02s0025g02790	2	2225923	2230224	EEE EEE EEE	NP_174566.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]	71.452	NP_174566.1	GBSS1	AT1G32900
Vitvi02g00251	D7TVT4	VIT_02s0025g02800	2	2233777	2235056	EEE EEE EEE	NP_199026.4 hypothetical protein AT5G42110 [Arabidopsis thaliana]	41.975	NP_199026.4		AT5G42110
Vitvi02g00255	F6HU88	VIT_02s0025g02820	2	2243837	2246652	EEE EEE EEE	NP_176653.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]	62.768	NP_176653.1	CP5	AT1G64720
Vitvi02g00256	D7TVT8	VIT_02s0025g02830	2	2249579	2256052	EEE EEE EEE	NP_174569.1 Galactosyltransferase family protein [Arabidopsis thaliana]	75.369	NP_174569.1		AT1G32930
Vitvi02g00257	F6HU89	VIT_02s0025g02840	2	2259712	2263832	EEE EEE EEE	NP_196927.4 ankyrin [Arabidopsis thaliana]	44.776	NP_196927.4		AT5G14230
Vitvi02g00258	F6HU90	VIT_02s0025g02850	2	2266936	2271907	EEE EUE EEE	NP_567361.1 Subtilase family protein [Arabidopsis thaliana]	63.144	NP_567361.1		AT4G10540
Vitvi02g00259	F6HU90	VIT_02s0025g02850	2	2273121	2276908	EEE EEE EEE	NP_567362.1 Subtilase family protein [Arabidopsis thaliana]	58.376	NP_567362.1		AT4G10550
Vitvi02g00260	D7TVU0	VIT_02s0025g02880	2	2278302	2281477	EEE EUE EEE	NP_564414.2 Subtilase family protein [Arabidopsis thaliana]	53.723	NP_564414.2	SBT3.3	AT1G32960
Vitvi02g00261	F6HU93	VIT_02s0025g02890	2	2287873	2290909	EEE EEE EEE	NP_174575.1 plastid ribosomal protein l11 [Arabidopsis thaliana]	82.673	NP_174575.1	PRPL11	AT1G32990
Vitvi02g00262	D7TVU3	VIT_02s0025g02920	2	2298034	2298496	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi02g00263	D7TVU3	VIT_02s0025g02920	2	2304414	2305957	EEE EUE EUE	NP_200227.1 O-methyltransferase 1 [Arabidopsis thaliana]	55.429	NP_200227.1	OMT1	AT5G54160
Vitvi02g00270	D7TVU6	VIT_02s0025g02960	2	2333728	2340951	EEE EUE EEE	NP_192787.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]	65.507	NP_192787.1		AT4G10490
Vitvi02g00273	F6HQ77	VIT_07s0104g00130	2	2346664	2347809	EEE UEE EEE	NP_181153.1 F-box family protein [Arabidopsis thaliana]	29.477	NP_181153.1		AT2G36090
Vitvi02g00274	D7TVU9	VIT_02s0025g02990	2	2348106	2351802	EEE EEE EEE	NP_564780.1 translocase of the inner mitochondrial membrane 13 [Arabidopsis thaliana]	66.279	NP_564780.1	TIM13	AT1G61570
Vitvi02g00275	F6HU98	VIT_02s0025g03000	2	2357397	2359219	EEE EEE EEE	NP_566089.1 AP2/B3-like transcriptioNAl factor family protein [Arabidopsis thaliana]	46.667	NP_566089.1	NGA1	AT2G46870
Vitvi02g00276	A5A7	VIT_02s0025g03010	2	2368078	2369738	EEE EEE EEE	NP_849973.3 Heavy metal transport/detoxification superfamily protein [Arabidopsis thaliana]	67.614	NP_849973.3		AT2G18196
Vitvi02g00277	D7TVV2	VIT_02s0025g03020	2	2379543	2384189	EEE EEE EEE	NP_174582.3 NAC 014 [Arabidopsis thaliana]	42.615	NP_174582.3	NAC014	AT1G33060
Vitvi02g00278	D7TVV3	VIT_02s0025g03030	2	2385782	2388314	EEE EEE EEE	NP_566045.1 RING/U-box superfamily protein [Arabidopsis thaliana]	64.516	NP_566045.1		AT2G45530
Vitvi02g00279	F6HUA0	VIT_02s0025g03060	2	2393635	2423720	EEE EEE EEE	NP_001328438.1 ARM repeat superfamily protein [Arabidopsis thaliana]	53.25	NP_001328438.1		AT4G38120
Vitvi02g00280	F6HUA1	VIT_02s0025g03070	2	2431228	2431791	EEE EEE EEE	NP_199572.1 RING/U-box superfamily protein [Arabidopsis thaliana]	50.658	NP_199572.1		AT5G47610
Vitvi02g00282	D7TVV8	VIT_02s0025g03090	2	2435952	2439596	EEE EEE EEE	NP_565076.1 tumor necrosis factor receptor family protein [Arabidopsis thaliana]	60.0	NP_565076.1		AT1G73940
Vitvi02g00283	D7TVV9	VIT_02s0025g03100	2	2442628	2445170	EEE EEE EEE	NP_177412.1 cinNAmyl-alcohol dehydrogeNAse [Arabidopsis thaliana]	77.401	NP_177412.1	CAD1	AT1G72680
Vitvi02g00284	F6HUA4	VIT_02s0025g03150	2	2471562	2493983	EEE EEE EEE	NP_172510.2 Nucleoporin autopeptidase [Arabidopsis thaliana]	67.225	NP_172510.2		AT1G10390
Vitvi02g00286	F6HUA6	VIT_02s0025g03170	2	2520558	2521502	EEE EEE EEE	NP_197480.1 related to AP2 11 [Arabidopsis thaliana]	67.143	NP_197480.1	RAP2.11	AT5G19790
Vitvi02g00287	F6HUA7	VIT_02s0025g03180	2	2524977	2526818	EEE EEE EEE	NP_189653.2 nodulin MtN21 /EamA-like transporter family protein [Arabidopsis thaliana]	51.497	NP_189653.2	UMAMIT32	AT3G30340
Vitvi02g00289	F6HUA9	VIT_02s0025g03200	2	2530555	2533598	EEE EDE EEE	NP_564419.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]	71.229	NP_564419.1		AT1G33170
Vitvi02g00290	D7TVW8	VIT_02s0025g03210	2	2536074	2553115	EEE EEE EEE	NP_974529.1 TMPIT-like protein [Arabidopsis thaliana]	75.931	NP_974529.1		AT4G10430
Vitvi02g00291	F6HUB0	VIT_02s0025g03220	2	2555048	2560159	EEE EEE EEE	NP_177815.1 Duplicated homeodomain-like superfamily protein [Arabidopsis thaliana]	44.362	NP_177815.1	GT2	AT1G76890
Vitvi02g00293	F6HUB1	VIT_02s0025g03230	2	2575392	2577221	EEE EEE EEE	NP_174595.1 beta-1,3-n-acetylglucosaminyltransferase radical fringe protein, putative (DUF604) [Arabidopsis thaliana]	70.659	NP_174595.1		AT1G33250
Vitvi02g00295	D7TVX3	VIT_02s0025g03260	2	2594562	2600091	EEE EUE EEE	NP_192776.1 NOD26-like intrinsic protein 5;1 [Arabidopsis thaliana]	83.333	NP_192776.1	NIP5;1	AT4G10380
Vitvi02g00296	D7TVX5	VIT_02s0025g03280	2	2602872	2615917	EEE EEE EEE	NP_001322487.1 Peptidase M1 family protein [Arabidopsis thaliana]	79.349	NP_001322487.1		AT1G63770
Vitvi02g00297	F6HUB4	VIT_02s0025g03290	2	2618473	2622069	EEE EEE EEE	NP_200056.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]	45.732	NP_200056.1		AT5G52430
Vitvi02g00298	F6HUB5	VIT_02s0025g03300	2	2623001	2624687	EEE EEE EEE	NP_198949.1 BTB/POZ domain with WD40/YVTN repeat-like protein [Arabidopsis thaliana]	64.286	NP_198949.1		AT5G41330
Vitvi02g00301	F6HUB6	VIT_02s0025g03310	2	2630142	2632487	EEE EEE EEE	NP_171728.2 Divalent ion symporter [Arabidopsis thaliana]	64.831	NP_171728.2		AT1G02260
Vitvi02g00303	F6HUB7	VIT_02s0025g03320	2	2636558	2639603	EEE EEE EDE	NP_182121.1 cytochrome P450, family 86, subfamily A, polypeptide 8 [Arabidopsis thaliana]	75.094	NP_182121.1	CYP86A8	AT2G45970
Vitvi02g00304	F6HUB8	VIT_02s0025g03330	2	2641934	2650207	EEE EEE EEE	NP_001327363.1 H[+]-ATPase 7 [Arabidopsis thaliana]	70.534	NP_001327363.1	HA7	AT3G60330
Vitvi02g00308	D7TVY2	VIT_02s0025g03370	2	2684955	2691041	EEE EEE EEE	NP_176557.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	64.373	NP_176557.1	YDA	AT1G63700
Vitvi02g00309	D7TVY3	VIT_02s0025g03380	2	2691858	2697287	EEE EEE EEE	NP_192880.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]	75.962	NP_192880.1		AT4G11410
Vitvi02g00310	Q0MX16	PIP1;3	2	2698746	2702087	EEE EEE EEE	NP_001078066.1 plasma membrane intrinsic protein 1B [Arabidopsis thaliana]	85.238	NP_001078066.1	PIP1B	AT2G45960
Vitvi02g00311	D7TVY5	VIT_02s0025g03400	2	2706563	2716122	EEE EEE EEE	NP_564815.1 SIGNAL PEPTIDE PEPTIDASE-LIKE 2 [Arabidopsis thaliana]	82.012	NP_564815.1	SPPL2	AT1G63690
Vitvi02g00313	F6HUC1	VIT_02s0025g03410	2	2723874	2729164	EEE EEE EEE	NP_176555.4 ALBINO OR PALE-GREEN 13 [Arabidopsis thaliana]	70.506	NP_176555.4	MURE	AT1G63680
Vitvi02g00314	F6HUC2	VIT_02s0025g03420	2	2732430	2737233	EEE EEE EEE	NP_001319831.1 GPI-anchored adhesin-like protein, putative (DUF3741) [Arabidopsis thaliana]	29.464	NP_001319831.1	TRM15	AT4G00440
Vitvi02g00315	F6HUC3	VIT_02s0025g03430	2	2743845	2747844	EEE EEE EEE	NP_176553.1 GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase [Arabidopsis thaliana]	80.712	NP_176553.1		AT1G63660
Vitvi02g00316	D7TVY9	VIT_02s0025g03440	2	2748212	2749269	EEE EEE EEE	NP_194065.3 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]	66.46	NP_194065.3		AT4G23340
Vitvi02g00317	F6HUC4	VIT_02s0025g03450	2	2751661	2756552	EEE EEE EEE	NP_001332706.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]	50.531	NP_001332706.1	GL3	AT5G41315
Vitvi02g00318	D7TVZ2	VIT_02s0025g03470	2	2780857	2784403	EEE EEE EEE	NP_850222.1 Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial [Arabidopsis thaliana]	81.089	NP_850222.1		AT2G33840
Vitvi02g00319	F6HUC5	VIT_02s0025g03480	2	2787476	2795945	EEE EEE EEE	NP_176551.3 P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein [Arabidopsis thaliana]	59.431	NP_176551.3		AT1G63640
Vitvi02g00320	D7TVZ4	VIT_02s0025g03490	2	2797402	2804276	EEE EEE EEE	NP_192883.2 Mitochondrial substrate carrier family protein [Arabidopsis thaliana]	44.545	NP_192883.2		AT4G11440
Vitvi02g00324	D7TVZ6	VIT_02s0025g03520	2	2827783	2830290	EEE EEE EEE	NP_849359.1 Haloacid dehalogeNAse-like hydrolase (HAD) superfamily protein [Arabidopsis thaliana]	67.391	NP_849359.1		AT4G11570
Vitvi02g00326	D7TVZ7	VIT_02s0025g03530	2	2834285	2852983	EEE EEE EEE	NP_194041.1 glutamate-cysteine ligase [Arabidopsis thaliana]	79.507	NP_194041.1	GSH1	AT4G23100
Vitvi02g00327	F6HUC8	VIT_02s0025g03540	2	2855550	2857752	EEE EEE EDE	NP_196786.1 beta-6 tubulin [Arabidopsis thaliana]	93.953	NP_196786.1	TUB6	AT5G12250
Vitvi02g00328	D7TVZ9	VIT_02s0025g03550	2	2858244	2872912	EEE EEE EEE	NP_176539.4 kiNAse with tetratricopeptide repeat domain-containing protein [Arabidopsis thaliana]	80.041	NP_176539.4	BSK7	AT1G63500
Vitvi02g00329	F6HUC9	VIT_02s0025g03560	2	2882595	2927404	EEE EEE EEE	NP_001320899.1 transcription factor jumonji (jmjC) domain-containing protein [Arabidopsis thaliana]	56.795	NP_001320899.1		AT1G63490
Vitvi02g00330	D7TW01	VIT_02s0025g03570	2	2928683	2931842	EEE EEE EEE	NP_001078274.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]	61.29	NP_001078274.1		AT3G52905
Vitvi02g00331	F6HUD0	VIT_02s0025g03580	2	2938390	2945804	EEE EEE EEE	NP_176536.2 AT hook motif DNA-binding family protein [Arabidopsis thaliana]	52.972	NP_176536.2		AT1G63470
Vitvi02g00332	D7TW03	VIT_02s0025g03590	2	2946364	2948791	EEE EEE EEE	NP_564813.1 glutathione peroxidase 8 [Arabidopsis thaliana]	76.543	NP_564813.1	GPX8	AT1G63460
Vitvi02g00333	F6HUD1	VIT_02s0025g03600	2	2949590	2952225	EEE EEE EEE	NP_192897.2 glutathione peroxidase 6 [Arabidopsis thaliana]	82.659	NP_192897.2	GPX6	AT4G11600
Vitvi02g00335	D7TW06	VIT_02s0025g03620	2	2965068	2969687	EEE EEE EEE	NP_198937.1 glutathione S-transferase THETA 1 [Arabidopsis thaliana]	64.474	NP_198937.1	GSTT1	AT5G41210
Vitvi02g00337	F6HUD3	VIT_02s0025g03630	2	2970311	2975621	EEE EEE EEE	NP_176533.1 heavy metal atpase 5 [Arabidopsis thaliana]	76.435	NP_176533.1	HMA5	AT1G63440
Vitvi02g00338	D7TW09	VIT_02s0025g03660	2	3002433	3004747	EEE EEE EEE	NP_190468.1 AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana]	78.585	NP_190468.1	AAE3	AT3G48990
Vitvi02g00339	D7TW10	VIT_02s0025g03670	2	3008755	3013264	EEE EEE EEE	NP_192901.2 serine racemase [Arabidopsis thaliana]	78.55	NP_192901.2	SR	AT4G11640
